"","sensor1","sensor2","sensor3"
"1",0.618245720742589,0.429789479702135,1.11243962563099
"2",0.655745047047394,0.409784646166273,1.1611879818564
"3",0.698459511447569,0.387307305114742,1.10987392267176
"4",0.744899074487294,0.365054737473726,1.10171032234693
"5",0.793325356801446,0.344150810295802,1.08211768156735
"6",0.842496658843507,0.326618484275608,1.05272872039796
"7",0.890674601248356,0.312232986002628,1.01424317600949
"8",0.936617484469474,0.297622714319133,0.96829376846688
"9",0.979083608960346,0.283012442635638,0.915580234940845
"10",1.01608625544654,0.26952603800472,0.85750204977278
"11",1.04638372438155,0.257837820657924,0.795458687304084
"12",1.06873431621885,0.249071657647826,0.730149884705456
"13",1.08115131168402,0.24412664261649,0.662975116318297
"14",1.08288969104914,0.245700056490097,0.595100610760438
"15",1.07419779422353,0.260984648405138,0.527692596649711
"16",1.05582064093508,0.282562895814608,0.462150548327517
"17",1.02850325091171,0.300095221834802,0.399174202964555
"18",0.992493964062726,0.316503680802419,0.340163034902224
"19",0.949034479934641,0.333361686591068,0.286516518481923
"20",0.897876458618153,0.347747184864047,0.239167636597918
"21",0.840261599659777,0.35673812128466,0.199282617868042
"22",0.776438242968818,0.35718766810569,0.168027690910127
"23",0.707151408273186,0.348196731685078,0.14563610144774
"24",0.632649435482183,0.33178827271746,0.127676180733118
"25",0.55367734432372,0.309985251897475,0.112048717254161
"26",0.470980154525707,0.285709723561822,0.0987537110108686
"27",0.385054545906751,0.261209421815653,0.0868581791089757
"28",0.296397198285458,0.238507307353607,0.075895630101349
"29",0.205504791480435,0.219626340870321,0.0653995725408553
"30",0.112874005310288,0.200071054155489,0.0546702692567951
"31",0.0194981994122312,0.179391900388081,0.0430079830784687
"32",-0.0743742863044321,0.157588879568096,0.0301794682823097
"33",-0.167998432111792,0.135111538516565,0.015251741974052
"34",-0.261125898100545,0.112184650644003,-0.00177519584630442
"35",-0.353011664542782,0.0890329893609261,-0.0220675737965922
"36",-0.442910711710592,0.0658813280778493,-0.0460918833239445
"37",-0.530574699694672,0.0429544402052877,-0.0743146158754942
"38",-0.615010268857808,0.0204770991537568,-0.107668754345508
"39",-0.695969079290698,-0.00087637484519763,-0.147087281628251
"40",-0.772954451174734,-0.0213307552020908,-0.201900026666384
"41",-0.844973024872703,-0.0404364950958921,-0.273039972354175
"42",-0.912024800384605,-0.0579688211160862,-0.356775187114558
"43",-0.972868078163924,-0.0734781864416426,-0.450073476541169
"44",-1.02750285821066,-0.0869645910725611,-0.548969663333376
"45",-1.0751841207969,-0.0982032615983266,-0.649965061637682
"46",-1.11516684619474,-0.106744651197908,-0.750027477047722
"47",-1.14720269449487,-0.112363986460791,-0.845191732262865
"48",-1.17029830606008,-0.115061267386975,-0.931959141429613
"49",-1.18445368089037,-0.112588759871306,-1.00683101869447
"50",-1.18817877952992,-0.103373050040179,-1.0665419239275
"51",-1.15589459132049,-0.0894370985882295,-1.10735992555164
"52",-1.08884281580858,-0.0737029598521579,-1.12601958343696
"53",-1.01384416319898,-0.0588679147581475,-1.12811879494906
"54",-0.945302348231253,-0.0397621748643462,-1.12905177784333
"55",-0.869061996075127,-0.0166105135812693,-1.12881853211976
"56",-0.785371446639901,0.00474296041768511,-1.1271858120548
"57",-0.695720739381394,0.0202523257432415,-1.1236871262013
"58",-0.601103233936821,0.0245230205430323,-1.11785598311213
"59",-0.503008969762001,0.0159816309434506,-1.10945913706374
"60",-0.402431306494147,-0.00267456212932011,-1.09919632522681
"61",-0.30086028358908,-0.0273996372860041,-1.08753403904849
"62",-0.199537600593317,-0.0557210870109331,-1.07470552425233
"63",-0.0997049570533731,-0.0833682165043162,-1.0609440265619
"64",-0.00260405251576625,-0.10764374483997,-1.04671603742434
"65",0.0905234134729871,-0.128547672017893,-1.03248804828679
"66",0.17843574136637,-0.151025013069424,-1.01872655059636
"67",0.26013957152717,-0.174176674352501,-1.00543154435307
"68",0.333896524590262,-0.197553109046093,-0.99330276672761
"69",0.398713240918435,-0.22025522350814,-0.982573463443549
"70",0.45334802096517,-0.242058244328125,-0.973710125948021
"71",0.496310825274648,-0.262063077863987,-0.966945999964592
"72",0.526856634118959,-0.279595403884181,-0.962747576940395
"73",0.542998728223677,-0.294205675567676,-0.961581348322562
"74",0.539025289674823,-0.305219572682927,-0.963680559834661
"75",0.484142169718784,-0.312637095229932,-0.969278457200257
"76",0.403183359285895,-0.317582110261269,-0.978141794695785
"77",0.333399844771656,-0.31848120390333,-1.0100964588244
"78",0.294658818920334,-0.318256430492815,-1.0574453407084
"79",0.261132931164383,-0.317582110261269,-1.10432773114528
"80",0.230587122320072,-0.316458243208692,-1.15424231598851
"81",0.203021392387401,-0.311063681356325,-1.20952155247378
"82",0.17843574136637,-0.294430448978192,-1.26923245770681
"83",0.156581829347676,-0.268806280179446,-1.33267529451691
"84",0.137956336149925,-0.238237096349364,-1.3989170800098
"85",0.123304281501028,-0.205420178414129,-1.46725807701479
"86",0.112128985582378,-0.173727127531471,-1.53676530263762
"87",0.101202029573031,-0.138212928670052,-1.60650577398401
"88",0.0858049551962236,-0.0964050743142041,-1.67577975388327
"89",0.0274450765099382,-0.0496522049270198,-1.74388750516469
"90",-0.122055548890674,0.000697039028409536,-1.80966279921045
"91",-0.361703561368399,0.0537435639100226,-1.87240589884985
"92",-0.635374141420682,0.107913955844212,-1.93165031263575
"93",-0.885949109907754,0.162309121188917,-1.98599656622675
"94",-1.05730364732706,0.215580419481045,-2.03497816817572
"95",-1.09927309199933,0.266603983668021,-2.07766213558839
"96",-1.09182289472023,0.314255946697266,-2.1131154855705
"97",-1.07592914052481,0.356962894695175,-2.14063848095135
"98",-1.05357854868751,0.39360096060917,-2.15953138456024
"99",-1.02576447884554,0.423271050797191,-2.16862796777934
"100",-0.994225310364012,0.444624524796146,-2.1681614763322
"101",-0.960699422608061,0.456312742142942,-2.16093085890164
"102",-0.920220017391616,0.454065008037789,-2.14833558982905
"103",-0.84844978360295,0.41472966119761,-2.13107540628513
"104",-0.765504253895633,0.354040840358476,-2.10985004544057
"105",-0.697707458655821,0.295824527035011,-2.08582573591322
"106",-0.66269153144405,0.243227548974428,-2.0594689691502
"107",-0.640092599697446,0.188382836808693,-2.03194597376935
"108",-0.616748648222932,0.131739937358835,-2.00418973266494
"109",-0.592659677020507,0.0746474910879463,-1.97689998300765
"110",-0.565093947087836,0.0175550448170577,-1.9507764619682
"111",-0.535541497880739,-0.0384135344012543,-1.92698539816442
"112",-0.504002329399214,-0.0925839263354439,-1.906226528767
"113",-0.470476441643263,-0.14405703734345,-1.88966608239377
"114",-0.434715494703582,-0.192158547193726,-1.87520484753265
"115",-0.39448442939644,-0.234865495191635,-1.85747817254159
"116",-0.348044866356715,-0.270829240874084,-1.83951825182697
"117",-0.297383524858833,-0.305444346093442,-1.82085859394165
"118",-0.242997084721401,-0.335788756513009,-1.80126595316206
"119",-0.186375585400239,-0.357591777332994,-1.7800405923175
"120",-0.129009066351167,-0.371078181963912,-1.75741575713155
"121",-0.0718908872113987,-0.381417758847616,-1.7326917104335
"122",-0.0162627475274501,-0.389959148447198,-1.70516871505265
"123",0.0363853132448585,-0.39850053804678,-1.66365097625781
"124",0.0853082753776169,-0.408615341519969,-1.62236648318653
"125",0.128767759505702,-0.421202652508826,-1.58807936182225
"126",0.1657704059919,-0.436037697602837,-1.55565820624651
"127",0.195074515289694,-0.452221383159939,-1.52463652501216
"128",0.215190047943265,-0.469753709180133,-1.49501431811921
"129",0.225123644315399,-0.488185128842388,-1.46679158556766
"130",0.211216609394411,-0.506616548504644,-1.44113455597534
"131",0.146399893066239,-0.524823194756384,-1.41874296651295
"132",0.070904560638023,-0.542130747366063,-1.38608856521364
"133",0.00211440576099725,-0.55853920633368,-1.34993547806083
"134",-0.0758643257602522,-0.573149478017175,-1.31051695077809
"135",-0.160796574741995,-0.585736789006033,-1.26829947481254
"136",-0.250447282000502,-0.595626819068706,-1.22374954161134
"137",-0.342829728261345,-0.602594794794681,-1.1766339054509
"138",-0.435957194250098,-0.605966395952411,-1.1278855492255
"139",-0.527346280873728,-0.584163375132426,-1.07727122721156
"140",-0.615010268857808,-0.511561563535981,-1.02549067657979
"141",-0.696714099018608,-0.461661866401582,-0.972543897330189
"142",-0.7704710520817,-0.42007878545625,-0.918897380909887
"143",-0.834046068863356,-0.378270931100402,-0.864551127318887
"144",-0.885204090179844,-0.336463076744555,-0.810204873727886
"145",-0.921958396756739,-0.295329542620253,-0.756091865860452
"146",-0.942322269319613,-0.255319875548528,-0.702212103716584
"147",-0.941825589501006,-0.21688362235041,-0.649265324466983
"148",-0.907803021926449,-0.18091987666796,-0.597018282388081
"149",-0.851678202423893,-0.147428638501179,-0.546403960374144
"150",-0.789841565007361,-0.117309001492128,-0.497189112701607
